SID,Group,Block,Trial,Time,Hand
4,MR,3:2,2,10.9917,L
4,MR,3:2,2,11.4583,R
4,MR,3:2,2,11.7250,L
4,MR,3:2,2,11.9760,R
4,MR,3:2,2,12.4698,L
4,MR,3:2,2,12.4703,R
4,MR,3:2,2,12.9646,R
4,MR,3:2,2,13.2104,L
4,MR,3:2,2,13.4776,R
4,MR,3:2,2,13.9599,R
4,MR,3:2,2,13.9667,L
4,MR,3:4,1,1.9656,R
4,MR,3:4,1,2.3839,L
4,MR,3:4,1,2.7807,L
4,MR,3:4,1,3.4682,R
4,MR,3:4,1,3.9474,L
4,MR,3:4,1,4.3776,R
4,MR,3:4,1,4.7234,L
4,MR,3:4,1,5.5521,R
4,MR,3:4,1,6.3880,R
4,MR,3:4,1,6.8823,L
4,MR,3:4,1,7.5771,L
4,MR,3:4,1,8.1807,R
4,MR,3:4,1,8.6188,L
4,MR,3:4,1,9.0104,L
4,MR,3:4,1,9.5370,R
4,MR,3:4,1,9.9755,L
4,MR,3:4,1,10.4453,L
4,MR,3:4,1,10.8995,R
4,MR,3:4,1,11.3990,L
4,MR,3:4,1,11.8641,L
4,MR,3:4,1,12.3292,R
4,MR,3:4,1,12.8359,L
4,MR,3:4,1,13.1927,L
4,MR,3:4,1,13.7974,R
4,MR,3:4,1,14.3479,L
4,MR,3:4,1,14.7995,L
4,MR,3:4,1,15.2688,L
4,MR,3:4,1,15.8693,R
4,MR,3:4,1,16.3411,L
4,MR,3:4,1,16.7875,L
4,MR,3:4,1,17.2172,R
4,MR,3:4,1,17.8734,L
4,MR,3:4,1,18.2802,L
4,MR,3:4,1,18.8057,R
4,MR,3:4,1,19.1995,L
4,MR,3:4,1,19.5583,L
4,MR,3:4,1,20.6490,R
4,MR,3:4,1,21.0693,L
4,MR,3:4,1,21.4870,L
4,MR,3:4,1,21.6948,R
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,1,n/a,n/a
4,MR,3:4,2,1.9109,R
4,MR,3:4,2,1.9901,L
4,MR,3:4,2,2.3448,L
4,MR,3:4,2,2.7026,R
4,MR,3:4,2,2.7844,L
4,MR,3:4,2,3.1620,R
4,MR,3:4,2,3.2432,L
4,MR,3:4,2,3.5901,R
4,MR,3:4,2,3.6865,L
4,MR,3:4,2,4.0052,R
4,MR,3:4,2,4.1370,L
4,MR,3:4,2,4.4625,L
4,MR,3:4,2,4.8521,R
4,MR,3:4,2,4.9167,L
4,MR,3:4,2,5.2880,L
4,MR,3:4,2,5.6484,R
4,MR,3:4,2,5.7417,L
4,MR,3:4,2,6.1036,R
4,MR,3:4,2,6.2146,L
4,MR,3:4,2,6.5469,R
4,MR,3:4,2,6.6167,L
4,MR,3:4,2,6.9672,R
4,MR,3:4,2,7.0339,L
4,MR,3:4,2,7.4021,R
4,MR,3:4,2,7.4979,L
4,MR,3:4,2,7.8594,L
4,MR,3:4,2,8.2146,R
4,MR,3:4,2,8.3193,L
4,MR,3:4,2,8.6964,R
4,MR,3:4,2,8.8083,L
4,MR,3:4,2,9.1833,R
4,MR,3:4,2,9.3505,L
4,MR,3:4,2,9.6813,L
4,MR,3:4,2,9.9901,R
4,MR,3:4,2,10.1750,L
4,MR,3:4,2,10.5036,R
4,MR,3:4,2,10.5922,L
4,MR,3:4,2,10.9542,R
4,MR,3:4,2,11.0229,L
4,MR,3:4,2,11.3833,R
4,MR,3:4,2,11.5255,L
4,MR,3:4,2,11.8510,R
4,MR,3:4,2,11.9651,L
4,MR,3:4,2,12.3000,R
4,MR,3:4,2,12.4505,L
4,MR,3:4,2,12.7797,R
4,MR,3:4,2,12.8917,L
4,MR,3:4,2,13.2724,L
4,MR,3:4,2,13.2896,R
4,MR,3:4,2,13.6927,R
4,MR,3:4,2,13.8188,L
4,MR,3:4,2,14.1625,R
4,MR,3:4,2,14.2427,L
4,MR,3:4,2,14.6068,R
4,MR,3:4,2,14.7255,L
4,MR,3:4,2,15.0786,R
4,MR,3:4,2,15.1854,L
4,MR,3:4,2,15.5057,R
5,MR,Doubles,1,2.0266,R
5,MR,Doubles,1,2.4990,R
5,MR,Doubles,1,2.9859,L
5,MR,Doubles,1,3.4885,L
5,MR,Doubles,1,3.9938,R
5,MR,Doubles,1,4.4589,R
5,MR,Doubles,1,5.0120,L
5,MR,Doubles,1,5.4880,L
5,MR,Doubles,1,6.0156,R
5,MR,Doubles,1,6.4974,R
5,MR,Doubles,1,7.0141,L
5,MR,Doubles,1,7.5135,L
5,MR,Doubles,1,8.0391,R
5,MR,Doubles,1,8.4880,R
5,MR,Doubles,1,9.0500,L
5,MR,Doubles,1,9.5510,L
5,MR,Doubles,1,10.0422,R
5,MR,Doubles,1,10.4792,R
5,MR,Doubles,1,10.9365,R
5,MR,Doubles,1,11.2984,L
5,MR,Doubles,1,11.7526,L
5,MR,Doubles,1,12.1995,R
5,MR,Doubles,1,12.6484,R
5,MR,Doubles,1,13.0542,L
5,MR,Doubles,1,13.5438,L
5,MR,Doubles,1,14.0245,R
5,MR,Doubles,1,14.5026,R
5,MR,Doubles,1,15.0047,L
5,MR,Doubles,1,15.5068,L
5,MR,Doubles,1,15.9047,L
5,MR,Doubles,1,16.0031,R
5,MR,Doubles,1,16.5193,R
5,MR,Doubles,1,16.9708,R
5,MR,Doubles,2,1.9719,R
5,MR,Doubles,2,2.4354,R
5,MR,Doubles,2,2.9438,L
5,MR,Doubles,2,3.4271,L
5,MR,Doubles,2,3.9167,R
5,MR,Doubles,2,4.4042,R
5,MR,Doubles,2,4.8823,L
5,MR,Doubles,2,5.3870,L
5,MR,Doubles,2,5.9161,R
5,MR,Doubles,2,6.3901,R
5,MR,Doubles,2,6.9063,L
5,MR,Doubles,2,7.3984,L
5,MR,Doubles,2,7.9365,R
5,MR,Doubles,2,8.3958,R
5,MR,Doubles,2,8.9146,L
5,MR,Doubles,2,9.4375,L
5,MR,Doubles,2,9.9135,R
5,MR,Doubles,2,10.3958,R
5,MR,Doubles,2,10.9042,L
5,MR,Doubles,2,11.3635,L
5,MR,Doubles,2,11.8995,R
5,MR,Doubles,2,12.3844,R
5,MR,Doubles,2,12.8750,L
5,MR,Doubles,2,13.3396,L
5,MR,Doubles,2,13.8917,R
5,MR,Doubles,2,14.4104,R
5,MR,Doubles,2,14.9161,L
5,MR,Doubles,2,15.3656,L
5,MR,Doubles,2,15.9318,R
5,MR,Doubles,2,16.4052,R
5,MR,Doubles,2,16.8979,L
5,MR,Doubles,2,17.3385,L
5,MR,Doubles,2,17.8896,R
5,MR,Paradiddles,1,2.0271,R
5,MR,Paradiddles,1,2.5016,L
5,MR,Paradiddles,1,2.9677,R
5,MR,Paradiddles,1,3.1531,R
5,MR,Paradiddles,1,3.4427,L
5,MR,Paradiddles,1,3.9651,R
5,MR,Paradiddles,1,4.4161,L
5,MR,Paradiddles,1,4.8672,R
5,MR,Paradiddles,1,5.0406,R
5,MR,Paradiddles,1,5.4005,L
5,MR,Paradiddles,1,5.9042,R
5,MR,Paradiddles,1,6.4104,L
5,MR,Paradiddles,1,6.7818,R
5,MR,Paradiddles,1,6.9422,R
5,MR,Paradiddles,1,7.3599,L
5,MR,Paradiddles,1,7.8490,R
5,MR,Paradiddles,1,8.3375,L
5,MR,Paradiddles,1,8.8057,R
5,MR,Paradiddles,1,9.0089,R
5,MR,Paradiddles,1,9.2661,L
5,MR,Paradiddles,1,9.7734,R
5,MR,Paradiddles,1,10.2484,L
5,MR,Paradiddles,1,10.6208,R
5,MR,Paradiddles,1,10.8188,R
5,MR,Paradiddles,1,11.1807,L
5,MR,Paradiddles,1,11.6589,R
5,MR,Paradiddles,1,12.0484,L
5,MR,Paradiddles,1,12.4708,R
5,MR,Paradiddles,1,12.6625,R
5,MR,Paradiddles,1,12.9661,L
5,MR,Paradiddles,1,13.4688,R
5,MR,Paradiddles,1,13.9271,L
5,MR,Paradiddles,1,14.4344,R
5,MR,Paradiddles,2,1.9990,R
5,MR,Paradiddles,2,2.5380,L
5,MR,Paradiddles,2,3.0406,R
5,MR,Paradiddles,2,3.5031,R
5,MR,Paradiddles,2,4.0052,L
5,MR,Paradiddles,2,4.5250,R
5,MR,Paradiddles,2,5.0766,R
5,MR,Paradiddles,2,5.6719,L
5,MR,Paradiddles,2,6.1000,R
5,MR,Paradiddles,2,6.5766,L
5,MR,Paradiddles,2,7.0349,R
5,MR,Paradiddles,2,7.5380,R
5,MR,Paradiddles,2,8.0240,L
5,MR,Paradiddles,2,8.5714,R
5,MR,Paradiddles,2,9.0479,L
5,MR,Paradiddles,2,9.4708,L
5,MR,Paradiddles,2,9.9714,R
5,MR,Paradiddles,2,10.5661,L
5,MR,Paradiddles,2,10.6615,R
5,MR,Paradiddles,2,11.1714,L
5,MR,Paradiddles,2,14.0729,R
5,MR,Paradiddles,2,14.5813,L
5,MR,Paradiddles,2,15.0880,R
5,MR,Paradiddles,2,15.5974,R
5,MR,Paradiddles,2,16.1573,L
5,MR,Paradiddles,2,16.6109,R
5,MR,Paradiddles,2,17.1682,R
5,MR,Paradiddles,2,17.5490,L
5,MR,Paradiddles,2,18.2458,R
5,MR,Paradiddles,2,18.8495,L
5,MR,Paradiddles,2,19.2786,R
5,MR,Paradiddles,2,19.6891,R
5,MR,Paradiddles,2,20.1604,L
5,MR,3:2,1,1.8411,L
5,MR,3:2,1,1.8813,R
5,MR,3:2,1,2.4104,L
5,MR,3:2,1,2.6938,R
5,MR,3:2,1,2.9625,L
5,MR,3:2,1,3.5047,R
5,MR,3:2,1,3.5125,L
5,MR,3:2,1,3.9714,R
5,MR,3:2,1,4.3021,L
5,MR,3:2,1,4.5719,R
5,MR,3:2,1,5.0469,L
5,MR,3:2,1,5.5880,R
5,MR,3:2,1,6.1161,L
5,MR,3:2,1,6.4802,R
5,MR,3:2,1,6.4818,L
5,MR,3:2,1,6.9542,R
5,MR,3:2,1,7.2542,L
5,MR,3:2,1,7.4552,R
5,MR,3:2,1,7.9573,R
5,MR,3:2,1,8.4719,L
5,MR,3:2,1,8.7297,R
5,MR,3:2,1,9.0115,L
5,MR,3:2,1,9.2281,R
5,MR,3:2,1,9.4797,L
5,MR,3:2,1,10.0099,R
5,MR,3:2,1,10.6771,L
5,MR,3:2,1,10.8714,R
5,MR,3:2,1,11.1406,L
5,MR,3:2,1,11.6229,R
5,MR,3:2,1,12.1484,L
5,MR,3:2,1,12.4318,R
5,MR,3:2,1,13.1604,L
5,MR,3:2,1,13.1932,R
5,MR,3:2,1,13.7911,R
5,MR,3:2,1,14.4266,R
5,MR,3:2,1,14.9880,L
5,MR,3:2,1,14.9901,R
5,MR,3:2,1,15.4948,R
5,MR,3:2,1,15.7500,L
5,MR,3:2,1,16.0510,R
5,MR,3:2,1,16.4781,L
5,MR,3:2,2,2.0266,L
5,MR,3:2,2,2.0479,R
5,MR,3:2,2,2.5182,R
5,MR,3:2,2,2.7786,L
5,MR,3:2,2,3.0271,R
5,MR,3:2,2,3.4875,R
5,MR,3:2,2,3.4885,L
5,MR,3:2,2,3.9891,R
5,MR,3:2,2,4.2688,L
5,MR,3:2,2,4.4839,R
5,MR,3:2,2,4.9406,L
5,MR,3:2,2,4.9646,R
5,MR,3:2,2,5.4688,R
5,MR,3:2,2,5.7583,L
5,MR,3:2,2,5.9995,R
5,MR,3:2,2,6.4984,L
5,MR,3:2,2,6.5099,R
5,MR,3:2,2,6.9854,R
5,MR,3:2,2,7.2625,L
5,MR,3:2,2,7.5146,R
5,MR,3:2,2,7.5583,L
5,MR,3:2,2,7.9641,L
5,MR,3:2,2,7.9833,R
5,MR,3:2,2,8.4448,R
5,MR,3:2,2,8.7495,L
5,MR,3:2,2,9.0266,R
5,MR,3:2,2,9.5411,L
5,MR,3:2,2,9.5432,R
5,MR,3:2,2,10.0297,R
5,MR,3:2,2,10.3089,L
5,MR,3:2,2,10.6339,R
5,MR,3:2,2,11.2078,L
5,MR,3:2,2,11.2115,R
5,MR,3:2,2,11.6255,R
5,MR,3:2,2,11.8870,L
5,MR,3:2,2,12.1396,R
5,MR,3:2,2,12.5531,R
5,MR,3:2,2,12.5547,L
5,MR,3:2,2,12.9672,R
5,MR,3:2,2,13.1839,L
5,MR,3:2,2,13.4245,R
5,MR,3:2,2,13.5375,L
5,MR,3:4,1,1.9536,R
5,MR,3:4,1,2.2229,L
5,MR,3:4,1,2.3521,R
5,MR,3:4,1,2.5500,L
5,MR,3:4,1,2.7333,R
5,MR,3:4,1,3.0859,L
5,MR,3:4,1,3.1099,R
5,MR,3:4,1,3.4505,R
5,MR,3:4,1,3.6635,L
5,MR,3:4,1,3.8422,R
5,MR,3:4,1,4.0073,L
5,MR,3:4,1,4.3901,R
5,MR,3:4,1,4.7885,L
5,MR,3:4,1,4.7969,R
5,MR,3:4,1,5.1240,R
5,MR,3:4,1,5.2922,L
5,MR,3:4,1,5.4880,R
5,MR,3:4,1,5.7068,L
5,MR,3:4,1,5.8740,R
5,MR,3:4,1,6.2568,L
5,MR,3:4,1,6.2604,L
5,MR,3:4,1,6.2927,R
5,MR,3:4,1,6.6536,R
5,MR,3:4,1,6.8490,L
5,MR,3:4,1,7.0609,R
5,MR,3:4,1,7.2615,L
5,MR,3:4,1,7.4734,R
5,MR,3:4,1,7.5089,L
5,MR,3:4,1,7.8635,R
5,MR,3:4,1,8.0052,L
5,MR,3:4,1,8.3255,R
5,MR,3:4,1,8.4964,L
5,MR,3:4,1,8.7042,R
5,MR,3:4,1,8.7896,L
5,MR,3:4,1,9.1443,L
5,MR,3:4,1,9.1734,R
5,MR,3:4,1,9.5406,R
5,MR,3:4,1,9.7391,L
5,MR,3:4,1,9.9474,R
5,MR,3:4,1,10.1281,L
5,MR,3:4,1,10.3427,L
5,MR,3:4,1,10.3693,R
5,MR,3:4,1,10.7323,L
5,MR,3:4,1,10.7552,R
5,MR,3:4,1,11.1453,R
5,MR,3:4,1,11.3401,L
5,MR,3:4,1,11.5885,R
5,MR,3:4,1,11.7932,L
5,MR,3:4,1,12.0464,R
5,MR,3:4,1,12.4219,L
5,MR,3:4,1,12.4505,R
5,MR,3:4,1,12.8328,R
5,MR,3:4,1,13.0177,L
5,MR,3:4,1,13.2630,R
5,MR,3:4,1,13.4401,L
5,MR,3:4,1,13.6938,R
5,MR,3:4,1,14.1073,L
5,MR,3:4,1,14.1292,R
5,MR,3:4,2,1.9406,L
5,MR,3:4,2,1.9625,R
5,MR,3:4,2,2.2911,R
5,MR,3:4,2,2.4260,L
5,MR,3:4,2,2.6359,R
5,MR,3:4,2,2.7354,L
5,MR,3:4,2,2.9604,L
5,MR,3:4,2,2.9802,R
5,MR,3:4,2,3.2917,L
5,MR,3:4,2,3.3260,R
5,MR,3:4,2,3.6641,R
5,MR,3:4,2,3.7401,L
5,MR,3:4,2,3.9750,R
5,MR,3:4,2,4.1036,L
5,MR,3:4,2,4.3047,R
5,MR,3:4,2,4.3172,L
5,MR,3:4,2,4.6510,L
5,MR,3:4,2,4.6792,R
5,MR,3:4,2,5.0240,L
5,MR,3:4,2,5.2318,R
5,MR,3:4,2,5.3656,L
5,MR,3:4,2,5.5698,R
5,MR,3:4,2,5.7052,L
5,MR,3:4,2,5.9599,L
5,MR,3:4,2,5.9833,R
5,MR,3:4,2,6.3323,R
5,MR,3:4,2,6.5052,L
5,MR,3:4,2,6.6552,R
5,MR,3:4,2,6.7865,L
5,MR,3:4,2,7.0000,R
5,MR,3:4,2,7.0578,L
5,MR,3:4,2,7.3995,L
5,MR,3:4,2,7.4302,R
5,MR,3:4,2,7.7474,L
5,MR,3:4,2,7.8880,R
5,MR,3:4,2,8.0708,L
5,MR,3:4,2,8.2776,R
5,MR,3:4,2,8.4313,L
5,MR,3:4,2,8.6365,R
5,MR,3:4,2,8.6453,L
5,MR,3:4,2,8.9854,L
5,MR,3:4,2,9.0188,R
5,MR,3:4,2,9.3651,R
5,MR,3:4,2,9.5109,L
5,MR,3:4,2,9.5177,L
5,MR,3:4,2,9.7255,R
5,MR,3:4,2,9.9005,L
5,MR,3:4,2,10.0833,R
5,MR,3:4,2,10.4417,L
5,MR,3:4,2,10.4615,R
5,MR,3:4,2,10.8021,R
5,MR,3:4,2,10.9641,L
5,MR,3:4,2,11.1557,R
5,MR,3:4,2,11.3297,L
5,MR,3:4,2,11.5339,R
5,MR,3:4,2,11.6224,L
5,MR,3:4,2,11.9021,L
5,MR,3:4,2,11.9193,R
6,MR,Doubles,1,1.9875,R
6,MR,Doubles,1,2.4760,R
6,MR,Doubles,1,2.9651,L
6,MR,Doubles,1,3.4740,L
6,MR,Doubles,1,3.9990,R
6,MR,Doubles,1,4.5094,R
6,MR,Doubles,1,4.9839,L
6,MR,Doubles,1,5.5354,L
6,MR,Doubles,1,5.9896,R
6,MR,Doubles,1,6.5161,R
6,MR,Doubles,1,6.9896,L
6,MR,Doubles,1,7.5292,L
6,MR,Doubles,1,7.9948,R
6,MR,Doubles,1,8.5302,R
6,MR,Doubles,1,8.9578,L
6,MR,Doubles,1,9.4667,L
6,MR,Doubles,1,9.9875,R
6,MR,Doubles,1,10.5125,R
6,MR,Doubles,1,11.0094,L
6,MR,Doubles,1,11.4885,L
6,MR,Doubles,1,12.0042,R
6,MR,Doubles,1,12.5333,R
6,MR,Doubles,1,13.0120,L
6,MR,Doubles,1,13.4724,L
6,MR,Doubles,1,13.9635,R
6,MR,Doubles,1,14.4719,R
6,MR,Doubles,1,14.9458,L
6,MR,Doubles,1,n/a,n/a
6,MR,Doubles,1,n/a,n/a
6,MR,Doubles,1,n/a,n/a
6,MR,Doubles,1,n/a,n/a
6,MR,Doubles,1,n/a,n/a
6,MR,Doubles,1,n/a,n/a
6,MR,Doubles,2,1.9839,R
6,MR,Doubles,2,2.4833,R
6,MR,Doubles,2,2.9906,L
6,MR,Doubles,2,3.4703,L
6,MR,Doubles,2,4.0182,R
6,MR,Doubles,2,4.5188,R
6,MR,Doubles,2,4.9984,L
6,MR,Doubles,2,5.5161,L
6,MR,Doubles,2,5.9885,R
6,MR,Doubles,2,6.5245,R
6,MR,Doubles,2,6.9724,L
6,MR,Doubles,2,7.4984,L
6,MR,Doubles,2,8.0115,R
6,MR,Doubles,2,8.5094,R
6,MR,Doubles,2,9.0161,L
6,MR,Doubles,2,9.5016,L
6,MR,Doubles,2,10.0130,R
6,MR,Doubles,2,10.5109,R
6,MR,Doubles,2,10.9979,L
6,MR,Doubles,2,11.5063,L
6,MR,Doubles,2,12.0026,R
6,MR,Doubles,2,12.5104,R
6,MR,Doubles,2,13.0146,L
6,MR,Doubles,2,13.5177,L
6,MR,Doubles,2,14.0026,R
6,MR,Doubles,2,14.5281,R
6,MR,Doubles,2,14.9677,L
6,MR,Doubles,2,15.4984,L
6,MR,Doubles,2,15.9932,R
6,MR,Doubles,2,16.5042,R
6,MR,Doubles,2,16.9911,L
6,MR,Doubles,2,17.5120,L
6,MR,Doubles,2,17.9990,R
6,MR,Paradiddles,1,1.9818,R
6,MR,Paradiddles,1,2.5016,L
6,MR,Paradiddles,1,3.0068,R
6,MR,Paradiddles,1,3.5031,R
6,MR,Paradiddles,1,4.0344,L
6,MR,Paradiddles,1,4.4901,R
6,MR,Paradiddles,1,5.0083,L
6,MR,Paradiddles,1,5.4984,L
6,MR,Paradiddles,1,6.0135,R
6,MR,Paradiddles,1,6.5167,L
6,MR,Paradiddles,1,6.9719,R
6,MR,Paradiddles,1,7.4828,R
6,MR,Paradiddles,1,7.9891,L
6,MR,Paradiddles,1,8.4875,R
6,MR,Paradiddles,1,9.0052,L
6,MR,Paradiddles,1,9.4958,L
6,MR,Paradiddles,1,9.9844,R
6,MR,Paradiddles,1,10.4964,L
6,MR,Paradiddles,1,10.9635,R
6,MR,Paradiddles,1,11.4672,R
6,MR,Paradiddles,1,11.9885,L
6,MR,Paradiddles,1,12.5031,R
6,MR,Paradiddles,1,13.0234,L
6,MR,Paradiddles,1,13.4828,L
6,MR,Paradiddles,1,14.0016,R
6,MR,Paradiddles,1,14.5167,L
6,MR,Paradiddles,1,15.0344,R
6,MR,Paradiddles,1,15.5094,R
6,MR,Paradiddles,1,15.9547,L
6,MR,Paradiddles,1,16.4807,R
6,MR,Paradiddles,1,16.9891,L
6,MR,Paradiddles,1,17.4854,L
6,MR,Paradiddles,1,17.9896,R
6,MR,Paradiddles,2,1.9688,R
6,MR,Paradiddles,2,2.4818,L
6,MR,Paradiddles,2,2.9740,R
6,MR,Paradiddles,2,3.5005,R
6,MR,Paradiddles,2,4.0094,L
6,MR,Paradiddles,2,4.5109,R
6,MR,Paradiddles,2,5.0260,L
6,MR,Paradiddles,2,5.5219,L
6,MR,Paradiddles,2,6.0193,R
6,MR,Paradiddles,2,6.5052,L
6,MR,Paradiddles,2,7.0089,R
6,MR,Paradiddles,2,7.5078,R
6,MR,Paradiddles,2,7.9995,L
6,MR,Paradiddles,2,8.5063,R
6,MR,Paradiddles,2,9.0042,L
6,MR,Paradiddles,2,9.4682,L
6,MR,Paradiddles,2,10.0219,R
6,MR,Paradiddles,2,10.4911,L
6,MR,Paradiddles,2,11.0172,R
6,MR,Paradiddles,2,11.5042,R
6,MR,Paradiddles,2,11.9635,L
6,MR,Paradiddles,2,12.5005,R
6,MR,Paradiddles,2,12.9833,L
6,MR,Paradiddles,2,13.5099,L
6,MR,Paradiddles,2,14.0333,R
6,MR,Paradiddles,2,14.5115,L
6,MR,Paradiddles,2,15.0396,R
6,MR,Paradiddles,2,15.4958,R
6,MR,Paradiddles,2,15.9771,L
6,MR,Paradiddles,2,16.4802,R
6,MR,Paradiddles,2,16.9938,L
6,MR,Paradiddles,2,17.5099,L
6,MR,Paradiddles,2,18.0083,R
6,MR,3:2,1,1.9609,L
6,MR,3:2,1,1.9797,R
6,MR,3:2,1,2.4359,R
6,MR,3:2,1,2.6823,L
6,MR,3:2,1,2.9839,R
6,MR,3:2,1,3.4693,L
6,MR,3:2,1,3.4865,R
6,MR,3:2,1,3.9531,R
6,MR,3:2,1,4.2099,L
6,MR,3:2,1,4.5130,R
6,MR,3:2,1,4.9786,L
6,MR,3:2,1,4.9906,R
6,MR,3:2,1,5.4781,R
6,MR,3:2,1,5.7057,L
6,MR,3:2,1,6.0125,R
6,MR,3:2,1,6.4844,L
6,MR,3:2,1,6.4927,R
6,MR,3:2,1,6.9698,R
6,MR,3:2,1,7.2031,L
6,MR,3:2,1,7.4740,R
6,MR,3:2,1,7.9568,R
6,MR,3:2,1,7.9599,L
6,MR,3:2,1,8.4552,R
6,MR,3:2,1,8.6750,L
6,MR,3:2,1,8.9724,R
6,MR,3:2,1,9.4792,L
6,MR,3:2,1,9.4901,R
6,MR,3:2,1,9.9661,R
6,MR,3:2,1,10.2182,L
6,MR,3:2,1,10.4885,R
6,MR,3:2,1,10.9745,R
6,MR,3:2,1,10.9766,L
6,MR,3:2,1,11.4802,R
6,MR,3:2,1,11.7146,L
6,MR,3:2,1,12.0021,R
6,MR,3:2,1,12.5036,L
6,MR,3:2,1,12.5083,R
6,MR,3:2,1,13.0036,R
6,MR,3:2,1,13.2604,L
6,MR,3:2,1,13.5078,R
6,MR,3:2,1,13.9813,L
6,MR,3:2,2,1.9438,R
6,MR,3:2,2,1.9448,L
6,MR,3:2,2,2.4432,R
6,MR,3:2,2,2.6911,L
6,MR,3:2,2,2.9786,R
6,MR,3:2,2,3.4609,R
6,MR,3:2,2,3.4760,L
6,MR,3:2,2,3.9536,R
6,MR,3:2,2,4.1745,L
6,MR,3:2,2,4.4693,R
6,MR,3:2,2,4.9417,L
6,MR,3:2,2,4.9474,R
6,MR,3:2,2,5.4479,R
6,MR,3:2,2,5.6521,L
6,MR,3:2,2,5.9443,R
6,MR,3:2,2,6.4438,L
6,MR,3:2,2,6.4521,R
6,MR,3:2,2,6.9333,R
6,MR,3:2,2,7.1792,L
6,MR,3:2,2,7.4490,R
6,MR,3:2,2,7.9599,R
6,MR,3:2,2,7.9625,L
6,MR,3:2,2,8.4604,R
6,MR,3:2,2,8.6875,L
6,MR,3:2,2,8.9552,R
6,MR,3:2,2,9.4578,R
6,MR,3:2,2,9.4635,L
6,MR,3:2,2,9.9589,R
6,MR,3:2,2,10.1781,L
6,MR,3:2,2,10.4693,R
6,MR,3:2,2,10.9552,R
6,MR,3:2,2,10.9693,L
6,MR,3:2,2,11.4599,R
6,MR,3:2,2,11.6948,L
6,MR,3:2,2,11.9693,R
6,MR,3:2,2,12.4448,L
6,MR,3:2,2,12.4578,R
6,MR,3:2,2,12.9547,R
6,MR,3:2,2,13.2177,L
6,MR,3:2,2,13.4615,R
6,MR,3:2,2,13.9760,L
6,MR,3:2,2,13.9901,R
6,MR,3:4,1,1.9677,L
6,MR,3:4,1,2.2599,L
6,MR,3:4,1,2.2646,R
6,MR,3:4,1,2.6141,L
6,MR,3:4,1,2.9302,L
6,MR,3:4,1,2.9479,R
6,MR,3:4,1,3.2766,L
6,MR,3:4,1,3.5828,L
6,MR,3:4,1,3.5927,R
6,MR,3:4,1,3.9229,L
6,MR,3:4,1,4.2484,L
6,MR,3:4,1,4.2505,R
6,MR,3:4,1,4.5849,L
6,MR,3:4,1,4.8922,L
6,MR,3:4,1,4.9177,R
6,MR,3:4,1,5.2297,L
6,MR,3:4,1,5.5292,L
6,MR,3:4,1,5.5531,R
6,MR,3:4,1,5.8630,L
6,MR,3:4,1,6.0979,R
6,MR,3:4,1,6.1177,L
6,MR,3:4,1,6.4188,L
6,MR,3:4,1,6.7120,L
6,MR,3:4,1,6.7729,R
6,MR,3:4,1,7.0766,L
6,MR,3:4,1,7.3698,L
6,MR,3:4,1,7.4036,R
6,MR,3:4,1,7.7198,L
6,MR,3:4,1,8.0505,L
6,MR,3:4,1,8.0708,R
6,MR,3:4,1,8.3734,L
6,MR,3:4,1,8.6833,L
6,MR,3:4,1,8.6880,R
6,MR,3:4,1,8.9781,L
6,MR,3:4,1,9.3026,L
6,MR,3:4,1,9.3099,R
6,MR,3:4,1,9.6063,L
6,MR,3:4,1,9.9219,L
6,MR,3:4,1,9.9516,R
6,MR,3:4,1,10.2438,L
6,MR,3:4,1,10.5719,R
6,MR,3:4,1,10.5755,L
6,MR,3:4,1,10.9073,L
6,MR,3:4,1,11.2401,L
6,MR,3:4,1,11.2854,R
6,MR,3:4,1,11.6146,L
6,MR,3:4,1,11.8990,L
6,MR,3:4,1,11.9323,R
6,MR,3:4,1,12.2734,L
6,MR,3:4,1,12.5760,R
6,MR,3:4,1,12.6031,L
6,MR,3:4,1,12.9469,L
6,MR,3:4,1,13.2427,R
6,MR,3:4,1,13.2641,L
6,MR,3:4,1,13.5896,L
6,MR,3:4,1,13.9026,R
6,MR,3:4,1,13.9229,L
6,MR,3:4,1,14.2271,L
6,MR,3:4,2,1.9630,L
6,MR,3:4,2,2.2833,L
6,MR,3:4,2,2.5917,L
6,MR,3:4,2,2.6109,R
6,MR,3:4,2,2.9026,L
6,MR,3:4,2,2.9885,R
6,MR,3:4,2,3.2599,L
6,MR,3:4,2,3.3438,R
6,MR,3:4,2,3.5802,L
6,MR,3:4,2,3.7021,R
6,MR,3:4,2,3.8875,L
6,MR,3:4,2,4.1474,L
6,MR,3:4,2,4.2146,R
6,MR,3:4,2,4.4677,L
6,MR,3:4,2,4.5583,R
